1,"0,484144926071167",2021-07-08 00:48:42.074499,"3507,40401352942",,Media,Variância,Desvio Padrão,
2,"0,553941011428833",2021-07-08 00:49:10.396805,"16646,0121474504",,"424,922","6366,84649449346","79,793",ms
3,"0,432629346847534",2021-07-08 00:49:20.840377,"59,4095778481825",,,,,
4,"0,387688875198364",2021-07-08 00:49:31.238756,"1386,27475090704",,,,,
5,"0,387578964233398",2021-07-08 00:49:41.636928,"1394,4713976642",,,,,
6,"0,34674072265625",2021-07-08 00:49:51.994335,"6112,24738743917",,,,,
7,"0,475584268569946",2021-07-08 00:50:02.480520,"2566,70740889949",,,,,
8,"0,365386247634888",2021-07-08 00:50:12.856573,"3544,45650988121",,,,,
9,"0,307765960693359",2021-07-08 00:50:23.174930,"13725,440532396",,,,,
10,"0,354463815689087",2021-07-08 00:50:33.540063,"4964,29739201697",,,,,
11,"0,31252384185791",2021-07-08 00:50:43.854847,"12633,2528799858",,,,,
12,"0,36821436882019",2021-07-08 00:50:54.233728,"3215,70847611834",,,,,
13,"0,363107442855835",2021-07-08 00:51:04.607430,"3820,98828811296",,,,,
14,"0,360867500305176",2021-07-08 00:51:14.978962,"4102,92588950121",,,,,
15,"0,329343318939209",2021-07-08 00:51:25.318895,"9135,20512733275",,,,,
16,"0,534577608108521",2021-07-08 00:51:35.864128,"12024,4431927081",,,,,
17,"0,344127893447876",2021-07-08 00:51:46.218849,"6527,62075028052",,,,,
18,"0,47514820098877",2021-07-08 00:51:56.704653,"2522,71285691445",,,,,
19,"0,328944444656372",2021-07-08 00:52:07.044227,"9211,61165345433",,,,,
20,"0,351222991943359",2021-07-08 00:52:17.406120,"5431,48276051936",,,,,
21,"0,328776597976685",2021-07-08 00:52:27.745494,"9243,85871495077",,,,,
22,"0,366368532180786",2021-07-08 00:52:38.122579,"3428,4601072606",,,,,
23,"0,322498798370361",2021-07-08 00:52:48.455738,"10490,4274183129",,,,,
24,"0,364147424697876",2021-07-08 00:52:58.830547,"3693,4986775185",,,,,
25,"0,636758327484131",2021-07-08 00:53:09.477893,"44874,8050581537",,,,,
26,"0,429086446762085",2021-07-08 00:53:19.917648,"17,3460654730682",,,,,
27,"0,40071439743042",2021-07-08 00:53:30.328957,"585,987976667496",,,,,
28,"0,49478554725647",2021-07-08 00:53:40.827167,"4880,97308757036",,,,,
29,"0,370699167251587",2021-07-08 00:53:51.208461,"2940,07069095078",,,,,
30,"0,357722520828247",2021-07-08 00:54:01.576952,"4515,71435502811",,,,,
31,"0,47508430480957",2021-07-08 00:54:12.062624,"2516,2983620477",,,,,
32,"0,332027435302734",2021-07-08 00:54:22.405318,"8629,32322695206",,,,,
33,"0,350658655166626",2021-07-08 00:54:32.766570,"5514,98289051494",,,,,
34,"0,472268342971802",2021-07-08 00:54:43.249493,"2241,71539921998",,,,,
35,"0,350471973419189",2021-07-08 00:54:53.610558,"5542,74480797154",,,,,
36,"0,491691827774048",2021-07-08 00:55:04.112914,"4458,26519146274",,,,,
37,"0,420544862747192",2021-07-08 00:55:14.544049,"19,155706110613",,,,,
38,"0,334074258804321",2021-07-08 00:55:24.888802,"8253,23685193461",,,,,
39,"0,378890037536621",2021-07-08 00:55:35.278284,"2118,90345055976",,,,,
40,"0,374546051025391",2021-07-08 00:55:45.663494,"2537,69452028281",,,,,
41,"0,417541980743408",2021-07-08 00:55:56.091628,"54,4585732017874",,,,,
42,"0,493967771530151",2021-07-08 00:56:06.596314,"4767,37574132897",,,,,
43,"0,350029706954956",2021-07-08 00:56:16.956941,"5608,79354140381",,,,,
44,"0,420293807983398",2021-07-08 00:56:27.387897,"21,4163290314707",,,,,
45,"0,411935091018677",2021-07-08 00:56:37.810425,"168,64905094731",,,,,
46,"0,395663499832153",2021-07-08 00:56:48.216743,"856,035604058922",,,,,
47,"0,503578424453735",2021-07-08 00:56:58.730921,"6186,89824130688",,,,,
48,"0,472397327423096",2021-07-08 00:57:09.213972,"2253,94602715522",,,,,
49,"0,333107233047485",2021-07-08 00:57:19.557715,"8429,87540135391",,,,,
50,"0,497128486633301",2021-07-08 00:57:30.065502,"5213,8365043641",,,,,
51,"0,385883808135986",2021-07-08 00:57:40.461982,"1523,94809769647",,,,,
52,"0,405886173248291",2021-07-08 00:57:50.878663,"362,346937231585",,,,,
53,"0,384784936904907",2021-07-08 00:58:01.274052,"1610,9505976384",,,,,
54,"0,398707389831543",2021-07-08 00:58:11.683466,"687,184078835409",,,,,
55,"0,432587385177612",2021-07-08 00:58:22.124908,"58,7644775938051",,,,,
56,"0,387460708618164",2021-07-08 00:58:32.523037,"1403,31733146901",,,,,
57,"0,331480264663696",2021-07-08 00:58:42.865124,"8731,28052621999",,,,,
58,"0,448391914367676",2021-07-08 00:58:53.324170,"550,856315408189",,,,,
59,"0,524873733520508",2021-07-08 00:59:03.859644,"9990,43180129333",,,,,
60,"0,530248641967773",2021-07-08 00:59:14.400543,"11093,7887265647",,,,,
61,"0,491527795791626",2021-07-08 00:59:24.902676,"4436,38718769199",,,,,
62,"0,46768856048584",2021-07-08 00:59:35.381016,"1829,01410980965",,,,,
63,"0,455294847488403",2021-07-08 00:59:45.837612,"922,535015670947",,,,,
64,"0,448058128356934",2021-07-08 00:59:56.296330,"535,29959393136",,,,,
65,"0,423582553863525",2021-07-08 01:00:06.730497,"1,79300696428724",,,,,
66,"0,398382425308228",2021-07-08 01:00:17.139529,"704,327048276944",,,,,
67,"0,426738500595093",2021-07-08 01:00:27.576855,"3,30117877914065",,,,,
68,"0,449125051498413",2021-07-08 01:00:38.036643,"585,807743908314",,,,,
69,"0,534259557723999",2021-07-08 01:00:48.581491,"11954,7920687385",,,,,
70,"0,385599851608276",2021-07-08 01:00:58.977914,"1546,19879268882",,,,,
71,"0,578693389892578",2021-07-08 01:03:23.155513,"23645,7676836574",,,,,
72,"0,332310199737549",2021-07-08 01:03:33.498758,"8576,86885865942",,,,,
73,"0,609911441802979",2021-07-08 01:04:08.042035,"34221,2467635767",,,,,
74,"0,328396558761597",2021-07-08 01:04:18.381502,"9317,08087629392",,,,,
75,"0,335757255554199",2021-07-08 01:04:28.728023,"7950,27781730732",,,,,
76,"0,324276685714722",2021-07-08 01:04:39.062892,"10129,3959460508",,,,,
77,"0,411208152770996",2021-07-08 01:04:49.484766,"188,058249920402",,,,,
78,"0,341938018798828",2021-07-08 01:04:59.837304,"6886,27241934417",,,,,
79,"0,39104151725769",2021-07-08 01:05:10.239004,"1147,85905549835",,,,,
80,"0,512162208557129",2021-07-08 01:05:36.683259,"7610,92623055495",,,,,
81,"0,484905004501343",2021-07-08 01:05:47.177263,"3598,01049950731",,,,,
82,"0,453998804092407",2021-07-08 01:05:57.641864,"845,484614126366",,,,,
83,"0,545635223388672",2021-07-08 01:06:08.198331,"14571,7822604587",,,,,
84,"0,432185411453247",2021-07-08 01:06:18.641120,"52,7631607480777",,,,,
85,"0,432799577713013",2021-07-08 01:06:29.084598,"62,0627540081857",,,,,
86,"0,498310327529907",2021-07-08 01:06:39.593625,"5385,90738872694",,,,,
87,"0,345332860946655",2021-07-08 01:06:49.949576,"6334,36514977868",,,,,
88,"0,353272914886475",2021-07-08 01:07:00.313450,"5133,53206707835",,,,,
89,"0,383424997329712",2021-07-08 01:07:10.707592,"1721,96686822711",,,,,
90,"0,346438884735107",2021-07-08 01:07:21.062937,"6159,53439207729",,,,,
91,"0,447556972503662",2021-07-08 01:07:31.521092,"512,360723830584",,,,,
92,"0,465757369995117",2021-07-08 01:07:41.997508,"1667,56125749137",,,,,
93,"0,312516927719116",2021-07-08 01:07:52.320626,"12634,8071949968",,,,,
94,"0,345697164535522",2021-07-08 01:08:02.676930,"6276,50895056966",,,,,
95,"0,397656440734863",2021-07-08 01:08:13.085259,"743,388144328976",,,,,
96,"0,394428491592407",2021-07-08 01:08:23.490295,"929,828804313553",,,,,
